surveyID,date,Lat,Lat_abs,Lat_abs_scale,hemi,Genus_sp,plantFamily,Biome,growthForm,growthForm_simp,sizeDiameterMean,sizeDiameterMeanLog,sizeDiameterMeanLogScale,plantMean,plantMeanProp,plantMeanPropLogit,plantGini,plantGiniAdj,plantGiniAdjLogit,propPlantsHerb50,focalPlantCoverMean
Moreir_Site 2_Quercus_robur_Survey 1,10/9/19,42.324049,42.324049,0.350124236,N,Quercus_robur,Fagaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,18.4,2.912350665,-0.358628538,1.7,0.017,-4.057395776,0.343968096,0.343968096,-0.645660514,0.266666667,6.333333333
Moreir_Site 3_Castanea_sativa_Survey 1,10/23/19,42.382589,42.382589,0.354126865,N,Castanea_sativa,Fagaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,18.6,2.923161581,-0.349389322,1.966666667,0.019666667,-3.908967495,0.293881069,0.293881069,-0.876608524,0.3,12.83333333
Moreir_Site 3_Quercus_robur_Survey 1,10/21/19,42.403496,42.403496,0.355556365,N,Quercus_robur,Fagaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,26.06666667,3.260657359,-0.060958965,2.116666667,0.021166667,-3.833933769,0.259308688,0.259308688,-1.049564757,0.316666667,15
Moreir_Site 4_Plantago_lanceolata_Survey 1,9/16/20,42.4094954,42.4094954,0.35596657,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,16.75833333,2.818895647,-0.438496987,1,0.01,-4.59511985,0.401694915,0.401694915,-0.398407916,0.25,30.33333333
Moreir_Site 4_Quercus_robur_Survey 1,10/3/19,42.3838,42.3838,0.354209666,N,Quercus_robur,Fagaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,19.80833333,2.986102725,-0.295598615,1.75,0.0175,-4.027899463,0.429539952,0.429539952,-0.283728382,0.233333333,9.433333333
Morris_Site 1_Datura_wrightii_Survey 1,9/14/20,36.10415,36.10415,-0.075156685,N,Datura_wrightii,Solanaceae,Deserts & Xeric Shrublands,HERB,Herb,11.89961273,2.476505855,-0.731109861,5.125,0.05125,-2.918429711,0.564433467,0.564433467,0.259174957,0.1375,41.3125
Morris_Site 2_Passiflora_incarnata_Survey 1,10/26/20,30.40993,30.40993,-0.4644947,N,Passiflora_incarnata,Passifloraceae,"Temperate Grasslands, Savannas & Shrublands",HERB;VINE,Climber,77.87719298,4.355133137,0.874401001,27.1754386,0.271754386,-0.985739708,0.597735866,0.597735866,0.39604004,0.157894737,6.140350877
Morris_Site 3_Passiflora_incarnata_Survey 1,10/26/20,30.11121,30.11121,-0.484919456,N,Passiflora_incarnata,Passifloraceae,"Temperate Grasslands, Savannas & Shrublands",HERB;VINE,Climber,61.80666667,4.124011234,0.676879795,9.380952381,0.093809524,-2.267983139,0.637025258,0.637025258,0.562476057,0.107142857,24.85714286
Morris_Site 4_Passiflora_lutea_Survey 1,10/27/20,30.29088,30.29088,-0.472634655,N,Passiflora_lutea,Passifloraceae,Temperate Broadleaf & Mixed Forests,HERB;VINE,Climber,38.83068493,3.659210783,0.279652426,22.57534247,0.225753425,-1.232447033,0.697714401,0.697714401,0.83643759,0.123287671,6.739726027
Morris_Site 5_Passiflora_lutea_Survey 1,10/31/20,30.282469,30.282469,-0.47320975,N,Passiflora_lutea,Passifloraceae,"Temperate Grasslands, Savannas & Shrublands",HERB;VINE,Climber,173.5563415,5.156502281,1.559266423,9.914634146,0.099146341,-2.206745868,0.689399116,0.689399116,0.797311616,0.109756098,22.73170732
Moshob_Site 1_Calotropis_procera_Survey 1,10/13/20,-22.573375,22.573375,-1.000313262,S,Calotropis_procera,Apocynaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SHRUB;TREE,Woody,230.212766,5.439003951,1.800697761,20.34042553,0.203404255,-1.365151925,0.407767873,0.407767873,-0.373200589,0.191489362,43.93617021
Moshob_Site 2_Canna_indica_Survey 1,9/27/20,-23.943335,23.943335,-0.906643276,S,Canna_indica,Cannaceae,Montane Grasslands & Shrublands,HERB,Herb,119.625,4.78436185,1.241228081,22.5,0.225,-1.236762627,0.266381766,0.266381766,-1.013058284,0.325,2.5
Moshob_Site 3_Desmodium_incanum_Survey 1,10/1/20,-22.964976,22.964976,-0.973537837,S,Desmodium_incanum,Fabaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HERB,Herb,22.45454545,3.111493064,-0.188437629,25.09090909,0.250909091,-1.093769664,0.391706924,0.391706924,-0.44014288,0.272727273,31.49090909
Muola_Site 1_Fragaria_vesca_Survey 1,10/14/20,60.303265,60.303265,1.579439624,N,Fragaria_vesca,Rosaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,7.633333333,2.032524622,-1.110544728,2.691666667,0.026916667,-3.587724051,0.735425303,0.735425303,1.022325356,0.1,12.86666667
Muola_Site 2_Plantago_major_Survey 1,10/29/20,60.298233,60.298233,1.579095565,N,Plantago_major,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,6.075,1.804181989,-1.305690716,4.333333333,0.043333333,-3.094532858,0.640352021,0.640352021,0.57689234,0.015151515,7.533333333
Muola_Site 3_Taraxacum_officinale_Survey 1,10/16/20,60.48282694,60.48282694,1.591717037,N,Taraxacum_officinale,Asteraceae,Boreal Forests/Taiga,HERB,Herb,4.475,1.498506352,-1.566926972,0.425,0.00425,-5.456577239,0.770687936,0.770687936,1.21219974,0.066666667,4.016666667
Muola-_Site 1_Campanula_rotundifolia_Survey 1,8/12/20,69.76,69.76,2.226036776,N,Campanula_rotundifolia,Campanulaceae,Tundra,HERB,Herb,19.45238095,2.967969477,-0.311095636,1.666666667,0.016666667,-4.077537444,0.870034843,0.870034843,1.901266871,0.019607843,1.263333333
Muola-_Site 1_Rhinanthus_minor_Survey 1,8/12/20,69.759,69.759,2.225968402,N,Rhinanthus_minor,Orobanchaceae,Tundra,HERB,Herb,23.67857143,3.16457048,-0.143076652,3.785714286,0.037857143,-3.235343263,0.77498253,0.77498253,1.236662442,0.022727273,1.74
Muola-_Site 1_Solidago_virgaurea_Survey 1,8/12/20,69.76,69.76,2.226036776,N,Solidago_virgaurea,Asteraceae,Tundra,HERB,Herb,19.73913043,2.982602982,-0.298589562,10.15217391,0.101521739,-2.180429557,0.7793005,0.7793005,1.261594673,0.018867925,4.433333333
Muola-_Site 2_Cornus_suecica_Survey 1,8/13/20,69.864,69.864,2.233147698,N,Cornus_suecica,Cornaceae,Tundra,HERB,Herb,11.67857143,2.457755661,-0.747134137,3.196428571,0.031964286,-3.410649773,0.826003047,0.826003047,1.557560676,0.017241379,35.46666667
Muola-_Site 2_Epilobium_angustifolium_Survey 1,8/13/20,69.86513786,69.86513786,2.233225498,N,Epilobium_angustifolium,Onagraceae,Tundra,HERB,Herb,17.88461538,2.883940868,-0.382908095,21.01923077,0.210192308,-1.323766626,0.648816892,0.648816892,0.613842775,0.017857143,6.2
Muola-_Site 3_Trifolium_pratense_Survey 1,8/14/20,69.91,69.91,2.236292913,N,Trifolium_pratense,Fabaceae,Tundra,HERB,Herb,22.97727273,3.134505585,-0.168770688,0.852272727,0.008522727,-4.756459634,0.384186047,0.384186047,-0.471817963,0.019230769,12.2
Muola-_Site 4_Geranium_sylvaticum_Survey 1,8/13/20,69.761,69.761,2.22610515,N,Geranium_sylvaticum,Geraniaceae,Tundra,HERB,Herb,18.57692308,2.921920116,-0.350450302,2.7,0.027,-3.584547216,0.741358025,0.741358025,1.053038902,0.023255814,1.9
Nakada_Site 1_Hypochaeris_radicata_Survey 1,9/25/20,35.7975,35.7975,-0.096123649,N,Hypochaeris_radicata,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,13.23333333,2.582738899,-0.640321067,1.2,0.012,-4.410776048,0.62452919,0.62452919,0.508817339,0.133333333,15.93333333
Nakada_Site 1_Lespedeza_pilosa_Survey 1,8/22/20,35.78944444,35.78944444,-0.096674442,N,Lespedeza_pilosa,Fabaceae,Temperate Broadleaf & Mixed Forests,SHRUB,Woody,22.83333333,3.128221457,-0.174141224,7.791666667,0.077916667,-2.470995723,0.429892142,0.429892142,-0.282291224,0.233333333,14.63666667
Nakada_Site 1_Pleioblastus_chino_Survey 1,9/21/20,35.78972222,35.78972222,-0.096655449,N,Pleioblastus_chino,Poaceae,Temperate Broadleaf & Mixed Forests,GRAMINOID,Graminoid,59.88333333,4.092398225,0.649862712,5.916666667,0.059166667,-2.766407687,0.541990929,0.541990929,0.168360274,0.166666667,12.46666667
Nakaji_Site 1_Carex_leucochlora_Survey 1,8/22/20,35.78944444,35.78944444,-0.096674442,N,Carex_leucochlora,Cyperaceae,Temperate Broadleaf & Mixed Forests,GRAMINOID,Graminoid,19.70666667,2.980956988,-0.29999626,0.375,0.00375,-5.58224239,0.901318267,0.901318267,2.211958584,0.016666667,18.16875
Nakaji_Site 1_Hydrocotyle_maritima_Survey 1,8/22/20,35.78944444,35.78944444,-0.096674442,N,Hydrocotyle_maritima,Araliaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,7.233333333,1.978699972,-1.156544305,4.716666667,0.047166667,-3.005752574,0.852847817,0.852847817,1.757113812,0.066666667,9.783333333
Nakaji_Site 1_Solidago_altissima_Survey 1,8/22/20,35.78944444,35.78944444,-0.096674442,N,Solidago_altissima,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,58.12166667,4.062538515,0.624344031,2.958333333,0.029583333,-3.490514393,0.651945572,0.651945572,0.627602209,0.1,8.133333333
Novais_Site 1_Dalbergia_miscolobium_Survey 1,10/23/20,-19.2802365,19.2802365,-1.225479133,S,Dalbergia_miscolobium,Fabaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TREE,Woody,156.25,5.051457289,1.46949296,1.626666667,0.016266667,-4.102236833,0.355880106,0.355880106,-0.593290988,0.266666667,NA
Novais_Site 1_Kielmeyera_petiolaris_Survey 1,10/22/20,-19.27911764,19.27911764,-1.225555634,S,Kielmeyera_petiolaris,Calophyllaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TREE,Woody,198.6904762,5.291748218,1.674850191,2.737380952,0.02737381,-3.570413126,0.517345988,0.517345988,0.069411809,0.166666667,NA
Novais_Site 1_Pleroma_candolleanum_Survey 1,10/24/20,-19.28085903,19.28085903,-1.225436567,S,Pleroma_candolleanum,Melastomataceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SHRUB;TREE,Woody,101.5,4.620058798,1.100811546,2.333333333,0.023333333,-3.73426246,0.412082324,0.412082324,-0.355363784,0.216666667,NA
Pan_Site 1_Antennaria_neglecta_Survey 1,4/25/21,36.1002437,36.1002437,-0.075423776,N,Antennaria_neglecta,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,2.463333333,0.901515446,-2.077126836,0.115833333,0.001158333,-6.759614084,0.952444824,0.952444824,2.997141536,0.016666667,29.36666667
Pan_Site 1_Antennaria_neglecta_Survey 2,6/22/21,36.1002437,36.1002437,-0.075423776,N,Antennaria_neglecta,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,3.178,1.156252068,-1.859424039,0.134,0.00134,-6.613744766,0.930551325,0.930551325,2.595189243,0.016666667,25.7
Pan_Site 1_Artemisia_ludoviciana_Survey 1,4/25/21,36.1007297,36.1007297,-0.075390546,N,Artemisia_ludoviciana,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,11.07424242,2.404621909,-0.792543259,0.645454545,0.006454545,-5.036495209,0.870855905,0.870855905,1.908547727,0.045454545,20.45454545
Pan_Site 1_Pediomelum_tenuiflorum_Survey 1,4/17/21,36.1008705,36.1008705,-0.075380919,N,Pediomelum_tenuiflorum,Fabaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,18.33333333,2.908720897,-0.361730608,0.240833333,0.002408333,-6.026409096,0.96258284,0.96258284,3.247490699,0.01369863,2.193023256
Pan_Site 1_Pediomelum_tenuiflorum_Survey 2,6/22/21,36.1008705,36.1008705,-0.075380919,N,Pediomelum_tenuiflorum,Fabaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,36.42105263,3.595146976,0.22490227,1.568421053,0.015684211,-4.139292262,0.745645574,0.745645574,1.075521711,0.016666667,18.55333333
Pan_Site 1_Salix_reticulata_Survey 1,7/16/22,69.130278,69.130278,2.182980007,N,Salix_reticulata,Salicaceae,Tundra,SHRUB,Woody,2.005357143,0.695822171,-2.252916249,1.385964912,0.013859649,-4.264817011,0.952983725,0.952983725,3.009104011,0.016666667,0.101095238
Pan_Site 2_Taraxacum_ceratophorum_Survey 1,7/18/22,69.120833,69.120833,2.182334212,N,Taraxacum_ceratophorum,Asteraceae,Tundra,HERB,Herb,5.553333333,1.714398348,-1.382421536,2.508333333,0.025083333,-3.660148382,0.807669351,0.807669351,1.434936733,0.083333333,11.56470588
Pan_Site 3_Astragalus_australis_Survey 1,7/19/22,69.138333,69.138333,2.183530762,N,Astragalus_australis,Fabaceae,Tundra,HERB,Herb,11.36101695,2.430187929,-0.770694048,0.513333333,0.005133333,-5.266853504,0.822804314,0.822804314,1.535463711,0.05,0.533043478
Pan_Site 4_Chamerion_latifolium_Survey 1,7/16/22,69.09362,69.09362,2.180473544,N,Chamerion_latifolium,Onagraceae,Tundra,HERB,Herb,3.263333333,1.182749168,-1.83677911,0.025,2.5e-4,-8.293799609,0.966101695,0.966101695,3.349904087,0.033333333,0.598333333
Pan_Site 5_Hedysarum_boreale_Survey 1,7/17/22,69.120556,69.120556,2.182315273,N,Hedysarum_boreale,Fabaceae,Tundra,HERB,Herb,24.275,3.189447014,-0.12181669,0.215,0.00215,-6.140135122,0.787412955,0.787412955,1.309401303,0.083333333,22.27777778
Pan_Site 6_Hulteniella_integrifolia_Survey 1,7/18/22,69.129444,69.129444,2.182922983,N,Hulteniella_integrifolia,Asteraceae,Tundra,HERB,Herb,0.853333333,-0.15860503,-2.983126103,0.008333333,8.33333333333332e-5,-9.392578592,1,0.99,4.59511985,1,0.519259259
Pan_Site 8_Plantago_lanceolata_Survey 1,7/8/21,36.1442,36.1442,-0.072418297,N,Plantago_lanceolata,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,18.83333333,2.935628349,-0.338734983,0.97,0.0097,-4.625882042,0.770341895,0.770341895,1.210242734,0.066666667,16.03333333
Pan_Site 9_Salix_arctica_Survey 1,7/17/22,69.182465,69.182465,2.186548254,N,Salix_arctica,Salicaceae,Tundra,SHRUB,Woody,15.60169492,2.747379557,-0.499616007,4.708333333,0.047083333,-3.007608375,0.652113394,0.652113394,0.628341884,0.116666667,0.432727273
Pardik_Site 1_Galium_album_Survey 1,9/5/20,48.973333,48.973333,0.804764035,N,Galium_album,Rubiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,13.05,2.568788134,-0.652243658,7.7,0.077,-2.483823813,0.449482721,0.449482721,-0.202760932,0.016129032,17.66666667
Pareja_Site 1_Hypochaeris_chillensis_Survey 1,10/12/20,-21.791389,21.791389,-1.053780967,S,Hypochaeris_chillensis,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,8.554878049,2.146501652,-1.013137775,5.457317073,0.054573171,-2.852094113,0.597186013,0.597186013,0.393753759,0.134146341,3.215853659
Pareja_Site 2_Chaptalia_integerrima_Survey 1,11/4/21,-22.8364364,22.8364364,-0.982326636,S,Chaptalia_integerrima,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,12.04918033,2.488996635,-0.720435002,1.957377049,0.01957377,-3.913796975,0.639447236,0.639447236,0.572965801,0.011904762,7.566666667
Pareja_Site 3_Tridax_procumbens_Survey 1,11/10/21,-22.8200351,22.8200351,-0.983448063,S,Tridax_procumbens,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,19.21666667,2.955777958,-0.321514741,1.725,0.01725,-4.042542621,0.523687874,0.523687874,0.094822479,0.015384615,1.6875
Pareja_Site 4_Turnera_subulata_Survey 1,10/6/20,-22.814722,22.814722,-0.983811342,S,Turnera_subulata,Passifloraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,14.85,2.697999865,-0.541816838,19.83333333,0.198333333,-1.396743777,0.475616009,0.475616009,-0.097613398,0.011363636,8.22
Partha_Site 1_Bridelia_crenulata_Survey 1,12/4/19,12.02222222,12.02222222,-1.721740407,N,Bridelia_crenulata,Phyllanthaceae,Tropical & Subtropical Dry Broadleaf Forests,TREE,Woody,249.1627907,5.518106461,1.868300281,4.860465116,0.048604651,-2.974210466,0.214627478,0.214627478,-1.297254292,0.372093023,17.75862069
Partha_Site 1_Cissus_vitiginea_Survey 1,12/2/19,12.0175,12.0175,-1.722063285,N,Cissus_vitiginea,Vitaceae,Tropical & Subtropical Dry Broadleaf Forests,LIANA,Climber,128.35,4.854760907,1.301392464,4.775,0.04775,-2.992848538,0.373204457,0.373204457,-0.518493988,0.275,22.33333333
Partha_Site 1_Desmodium_gangeticum_Survey 1,11/29/19,12.01611111,12.01611111,-1.722158249,N,Desmodium_gangeticum,Fabaceae,Tropical & Subtropical Dry Broadleaf Forests,SHRUB,Woody,117.0625,4.76270798,1.222722269,7.723214286,0.077232143,-2.480561965,0.488470836,0.488470836,-0.046124834,0.196428571,31.72413793
Partha_Site 1_Lantana_camara_Survey 1,12/3/19,12.01805556,12.01805556,-1.722025299,N,Lantana_camara,Verbenaceae,Tropical & Subtropical Dry Broadleaf Forests,SHRUB,Woody,144.9545455,4.976420214,1.405364838,3.636363636,0.036363636,-3.277144733,0.210755814,0.210755814,-1.320375578,0.363636364,30.73333333
Partha_Site 1_Morinda_pubescens_Survey 1,12/2/19,12.01972222,12.01972222,-1.721911342,N,Morinda_pubescens,Rubiaceae,Tropical & Subtropical Dry Broadleaf Forests,TREE,Woody,105.5581395,4.659261887,1.134315256,7.21627907,0.072162791,-2.553931748,0.454414315,0.454414315,-0.1828505,0.209302326,13.64285714
Pawar_Site 1_Alternanthera_ficoidea_Survey 1,9/5/20,18.475456,18.475456,-1.280505395,N,Alternanthera_ficoidea,Amaranthaceae,Tropical & Subtropical Dry Broadleaf Forests,HERB,Herb,25.18333333,3.2261824,-0.090421925,6.54,0.0654,-2.659596372,0.471241728,0.471241728,-0.115160188,0.2,98.16666667
Pawar_Site 2_Senna_obtusifolia_Survey 1,10/23/20,18.520556,18.520556,-1.277421716,N,Senna_obtusifolia,Fabaceae,Tropical & Subtropical Dry Broadleaf Forests,HERB;SHRUB,Herb,60.26666667,4.098779159,0.655315981,1.008333333,0.010083333,-4.586736869,0.451183639,0.451183639,-0.195889449,0.216666667,69.66666667
Pawar_Site 2_Urena_lobata_Survey 1,9/24/20,18.519694,18.519694,-1.277480655,N,Urena_lobata,Malvaceae,Tropical & Subtropical Dry Broadleaf Forests,HERB,Herb,69.45,4.240607069,0.776524829,4.633333333,0.046333333,-3.02445256,0.605840751,0.605840751,0.429862152,0.133333333,42.33333333
Paynte_Site 1_Celmisia_spectabilis_Survey 1,3/20/20,-42.93722,42.93722,0.392049343,S,Celmisia_spectabilis,Asteraceae,Montane Grasslands & Shrublands,HERB,Herb,10.43333333,2.345005809,-0.84349232,1.041666667,0.010416667,-4.553876892,0.751864407,0.751864407,1.108580654,0.015151515,12.71666667
Paynte_Site 1_Gentianella_bellidifolia_Survey 1,3/20/20,-42.93722,42.93722,0.392049343,S,Gentianella_bellidifolia,Gentianaceae,Montane Grasslands & Shrublands,HERB,Herb,3.957627119,1.375644633,-1.67192695,0.144067797,0.001440678,-6.54119975,0.977687627,0.977687627,3.780048841,0.016949153,2.65
Paynte_Site 1_Taraxacum_officinale_Survey 1,3/21/20,-43.37252,43.37252,0.421812653,S,Taraxacum_officinale,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,21.3559322,3.061329556,-0.231308324,1.211864407,0.012118644,-4.400817507,0.795755968,0.795755968,1.359977053,0.014492754,9.933333333
Paynte_Site 3_Montigena_novae-zelandiae_Survey 1,3/19/20,-43.396143,43.396143,0.423427858,S,Montigena_novae-zelandiae,Fabaceae,Montane Grasslands & Shrublands,SHRUB,Woody,4.333333333,1.466337069,-1.594419457,11.28431373,0.112843137,-2.062023125,0.625994787,0.625994787,0.515072308,0.098039216,NA
Paynte_Site 4_Ranunculus_paucifolius_Survey 1,3/19/20,-43.22453,43.22453,0.411693948,S,Ranunculus_paucifolius,Ranunculaceae,Montane Grasslands & Shrublands,HERB,Herb,7.25,1.981001469,-1.154577402,1.822580645,0.018225806,-3.98652281,0.893660235,0.893660235,2.128686355,0.032258065,NA
Pearse_Site 1_Bistorta_bistortoides_Survey 1,8/23/20,41.334761,41.334761,0.282482412,N,Bistorta_bistortoides,Polygonaceae,Tundra,HERB,Herb,NA,NA,NA,4.666666667,0.046666667,-3.016934481,0.850968523,0.850968523,1.742217601,0.05,NA
Pearse_Site 1_Erigeron_glacialis_Survey 1,8/23/20,41.334761,41.334761,0.282482412,N,Erigeron_glacialis,Asteraceae,Tundra,HERB,Herb,NA,NA,NA,0.616666667,0.006166667,-5.082411076,0.91113147,0.91113147,2.32752912,0.033333333,NA
Pearse_Site 1_Geum_rossii_Survey 1,8/23/20,41.334761,41.334761,0.282482412,N,Geum_rossii,Rosaceae,Tundra,HERB,Herb,NA,NA,NA,1.366666667,0.013666667,-4.279034586,0.981810666,0.981810666,3.988563083,0.016666667,NA
Pearse_Site 1_Lepidium_draba_Survey 1,6/1/20,40.3531398,40.3531398,0.2153648,N,Lepidium_draba,Brassicaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,NA,NA,NA,2.9,0.029,-3.511030638,0.519619501,0.519619501,0.078518317,0.166666667,NA
Pearse_Site 1_Senecio_crassulus_Survey 1,8/23/20,41.334761,41.334761,0.282482412,N,Senecio_crassulus,Asteraceae,Temperate Conifer Forests,HERB,Herb,NA,NA,NA,0.916666667,0.009166667,-4.682972624,0.795993837,0.795993837,1.361441237,0.066666667,NA
Pearse_Site 10_Lepidium_draba_Survey 1,6/1/20,40.4227424,40.4227424,0.220123826,N,Lepidium_draba,Brassicaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,NA,NA,NA,3.433333333,0.034333333,-3.33670201,0.547371945,0.547371945,0.190057827,0.133333333,NA
Pearse_Site 3_Solidago_simplex_Survey 1,8/22/20,41.168746,41.168746,0.271131262,N,Solidago_simplex,Asteraceae,Temperate Conifer Forests,HERB,Herb,NA,NA,NA,5.483333333,0.054833333,-2.847062997,0.669259698,0.669259698,0.704838692,0.1,NA
Pearse_Site 4_Lepidium_draba_Survey 1,6/1/20,40.3777102,40.3777102,0.217044783,N,Lepidium_draba,Brassicaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,NA,NA,NA,4,0.04,-3.17805383,0.527011494,0.527011494,0.108151272,0.133333333,NA
Pearse_Site 5_Lepidium_draba_Survey 1,6/7/20,40.3115353,40.3115353,0.212520124,N,Lepidium_draba,Brassicaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,NA,NA,NA,3.833333333,0.038333333,-3.222348051,0.491454273,0.491454273,-0.034186238,0.166666667,NA
Pearse_Site 6_Lepidium_draba_Survey 1,6/1/20,40.3500838,40.3500838,0.215155849,N,Lepidium_draba,Brassicaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,NA,NA,NA,10.66666667,0.106666667,-2.125251078,0.390086207,0.390086207,-0.446949866,0.266666667,NA
Pearse_Site 7_Lepidium_draba_Survey 1,6/7/20,40.262772,40.262772,0.20918597,N,Lepidium_draba,Brassicaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,NA,NA,NA,9.466666667,0.094666667,-2.257941251,0.489558038,0.489558038,-0.041773922,0.2,NA
Pearse_Site 8_Lepidium_draba_Survey 1,6/7/20,40.3702277,40.3702277,0.216533173,N,Lepidium_draba,Brassicaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,NA,NA,NA,8.3,0.083,-2.402266864,0.392604902,0.392604902,-0.436375713,0.233333333,NA
Pearse_Site 9_Lepidium_draba_Survey 1,6/7/20,40.2831742,40.2831742,0.210580955,N,Lepidium_draba,Brassicaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,NA,NA,NA,4.366666667,0.043666667,-3.086521493,0.519873651,0.519873651,0.079536507,0.166666667,NA
Penczy_Site 1_Plantago_lanceolata_Survey 1,8/25/21,38.53711,38.53711,0.091195127,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,4.302125,1.4591090866763201,-1.600596629,6.336044974,0.06336045,-2.693458678,0.537346993,0.537346993,0.149666729,0.166666667,NA
Penczy_Site 1_Plantago_rugelii_Survey 1,8/25/21,38.53711,38.53711,0.091195127,N,Plantago_rugelii,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,3.317875,1.199324518,-1.822613498,9.621693122,0.096216931,-2.239984021,0.518295488,0.518295488,0.073214639,0.166666667,NA
Penczy_Site 2_Plantago_lanceolata_Survey 1,8/27/21,38.61437,38.61437,0.096477721,N,Plantago_lanceolata,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,11.40883333,2.434387909,-0.767104665,3.780304233,0.037803042,-3.236829583,0.485488371,0.485488371,-0.058062825,0.2,NA
Penczy_Site 2_Plantago_rugelii_Survey 1,8/27/21,38.61437,38.61437,0.096477721,N,Plantago_rugelii,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,5.037666667,1.616943012,-1.465708733,15.17107143,0.151710714,-1.721246204,0.592263529,0.592263529,0.373330625,0.133333333,NA
Penczy_Site 3_Plantago_lanceolata_Survey 1,8/24/21,38.58161,38.58161,0.094237781,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,4.586393333,1.523093949,-1.54591394,4.7490740740740804,0.047490741,-2.998565068,0.551377226,0.551377226,0.206236809,0.166666667,NA
Penczy_Site 3_Plantago_rugelii_Survey 1,8/24/21,38.58161,38.58161,0.094237781,N,Plantago_rugelii,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,5.069973684,1.623335627,-1.460245482,12.79747807,0.127974781,-1.918985126,0.471073931,0.471073931,-0.115833617,0.210526316,NA
Penczy_Site 4_Plantago_lanceolata_Survey 1,8/25/21,38.61526,38.61526,0.096538575,N,Plantago_lanceolata,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,10.22180667,2.324523347,-0.860997025,5.207460317,0.052074603,-2.901598437,0.629882132,0.629882132,0.531711193,0.133333333,NA
Penczy_Site 4_Plantago_rugelii_Survey 1,8/25/21,38.61526,38.61526,0.096538575,N,Plantago_rugelii,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,6.82625,1.920775474,-1.206047691,24.65359127,0.246535913,-1.117173682,0.226536571,0.226536571,-1.227971998,0.333333333,NA
Penczy_Site 5_Plantago_lanceolata_Survey 1,8/27/21,38.48183,38.48183,0.087415399,N,Plantago_lanceolata,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,5.3975,1.685935883,-1.406746104,5.698849206,0.056988492,-2.806229132,0.571918137,0.571918137,0.28968142,0.166666667,NA
Penczy_Site 5_Plantago_rugelii_Survey 1,8/27/21,38.48183,38.48183,0.087415399,N,Plantago_rugelii,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,5.222875,1.653048017,-1.434852705,10.94888889,0.109488889,-2.095972507,0.384825847,0.384825847,-0.469114519,0.266666667,NA
